Player,Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
Elina Svitolina,2020 Roland Garros QF,L vsPodoroska,6.0,7.2,4.8,53.8%,34.4%,30.0%,45.8%,59.1%,16.5%,-4.5,-2.8,3.0,3.1
Elina Svitolina,2020 Roland Garros R64,W vsZarazua,5.2,4.9,5.4,56.9%,45.2%,45.5%,52.2%,52.7%,7.4%,0.5,0.3,-1.0,-0.7
Elina Svitolina,2020 Strasbourg F,W vsRybakina,5.0,4.8,5.1,55.4%,54.2%,44.8%,40.0%,53.3%,9.8%,5.0,2.6,2.0,1.2
Elina Svitolina,2020 Strasbourg SF,W vsSabalenka,4.0,4.3,3.8,54.9%,58.3%,35.0%,36.4%,63.0%,7.7%,0.0,0.0,5.5,5.9
Elina Svitolina,2020 Monterrey F,W vsBouzkova,5.7,5.7,5.7,54.0%,53.6%,51.4%,50.0%,55.9%,8.7%,9.5,3.4,1.5,0.7
Elina Svitolina,2020 Monterrey SF,W vsRus,4.3,2.9,5.3,65.1%,75.0%,50.0%,80.0%,60.3%,5.0%,8.5,9.8,10.5,18.4
Elina Svitolina,2020 Monterrey QF,W vsFernandez,4.0,4.4,3.7,56.9%,64.1%,41.2%,50.0%,50.0%,8.0%,2.5,2.3,10.0,9.7
Elina Svitolina,2020 Australian Open R32,L vsMuguruza,5.4,6.2,4.6,43.2%,41.7%,0.0%,38.9%,52.1%,4.8%,1.5,1.5,-5.0,-5.2
Elina Svitolina,2020 Australian Open R64,W vsDavis,4.9,4.4,5.2,56.9%,53.8%,43.8%,63.2%,45.2%,9.0%,6.5,5.1,10.5,7.0
Elina Svitolina,2020 Brisbane R32,L vsCollins,3.0,2.9,3.1,35.6%,23.1%,50.0%,100.0%,52.9%,8.3%,-4.5,-9.4,-3.5,-8.0
Elina Svitolina,2019 Shenzhen Finals F,L vsBarty,4.9,5.8,4.0,40.3%,40.7%,76.5%,36.8%,51.2%,10.7%,-1.5,-1.4,0.0,0.0
Elina Svitolina,2019 Shenzhen Finals SF,W vsBencic,3.9,3.9,4.0,57.0%,46.9%,61.5%,43.8%,51.0%,2.5%,7.0,6.4,8.5,7.5
Elina Svitolina,2019 Shenzhen Finals RR,W vsHalep,6.2,5.4,7.0,57.4%,54.3%,51.9%,53.8%,52.0%,9.0%,-0.5,-0.3,5.0,3.1
Elina Svitolina,2019 Shenzhen Finals RR,W vsKenin,4.3,4.3,4.3,62.1%,45.9%,30.8%,40.0%,48.7%,14.9%,8.0,5.6,-7.5,-5.1
Elina Svitolina,2019 Shenzhen Finals RR,W vsPliskova,3.9,4.4,3.5,53.5%,52.5%,47.1%,33.3%,46.8%,7.1%,7.5,6.7,0.0,0.0
Elina Svitolina,2019 Moscow R16,L vsKudermetova,3.9,3.7,4.2,52.6%,45.5%,50.0%,36.8%,57.5%,10.1%,10.0,6.9,-0.5,-0.5
Elina Svitolina,2019 Beijing QF,L vsBertens,5.4,5.8,5.0,50.7%,48.4%,26.3%,40.0%,56.2%,14.9%,-6.0,-3.7,-1.0,-0.8
Elina Svitolina,2019 Beijing R16,W vsKenin,4.9,4.4,5.5,61.3%,42.0%,52.9%,43.8%,49.6%,10.7%,-4.5,-2.2,8.0,3.9
Elina Svitolina,2019 Beijing R32,W vsWang,5.3,5.0,5.4,64.1%,45.5%,62.5%,37.0%,53.1%,5.1%,6.5,3.2,9.5,5.2
Elina Svitolina,2019 Beijing R64,W vsSevastova,4.7,4.7,4.7,44.9%,69.4%,48.1%,52.9%,40.1%,10.0%,12.5,9.9,10.0,5.3
Elina Svitolina,2019 Wuhan QF,L vsRiske Amritraj,5.1,4.9,5.3,42.2%,37.5%,35.7%,54.5%,56.9%,12.1%,-10.0,-7.1,-3.0,-2.9
Elina Svitolina,2019 Wuhan R16,W vsKuznetsova,4.4,4.0,4.6,60.0%,58.6%,52.6%,55.6%,46.9%,8.9%,4.5,4.8,11.5,11.4
Elina Svitolina,2019 Guangzhou R16,L vsBouzkova,3.7,3.7,3.8,41.4%,40.7%,40.0%,75.0%,65.2%,16.1%,-4.0,-3.6,-1.0,-1.9
Elina Svitolina,2019 US Open SF,L vsWilliams,4.0,4.3,3.6,43.9%,27.3%,54.5%,27.3%,49.1%,16.1%,-1.5,-2.1,-4.0,-5.6
Elina Svitolina,2019 US Open QF,W vsKonta,4.6,5.0,4.1,53.1%,51.3%,61.1%,50.0%,47.4%,10.8%,10.5,10.9,2.5,2.2
Elina Svitolina,2019 US Open R16,W vsKeys,3.4,2.9,3.8,49.4%,60.6%,70.0%,60.0%,50.3%,10.7%,5.0,6.9,3.5,4.8
Elina Svitolina,2019 US Open R128,W vsOsuigwe,5.6,5.9,5.3,60.9%,60.0%,53.3%,57.9%,50.4%,6.8%,3.5,2.8,2.0,1.6
Elina Svitolina,2019 Cincinnati R16,L vsKenin,5.1,4.5,5.4,57.3%,41.5%,28.6%,40.0%,53.5%,11.4%,-0.5,-0.3,-4.0,-2.8
Elina Svitolina,2019 Toronto  QF,L vsKenin,4.5,3.9,5.0,50.0%,36.7%,34.6%,60.0%,55.1%,7.8%,-3.0,-2.3,5.5,4.2
Elina Svitolina,2019 Toronto  R16,W vsBencic,3.9,3.5,4.2,57.3%,51.7%,58.3%,54.5%,52.5%,7.2%,4.5,4.7,5.0,5.6
Elina Svitolina,2019 Wimbledon SF,L vsHalep,6.3,6.1,6.5,50.0%,32.0%,58.8%,21.4%,55.3%,7.2%,1.5,1.1,-3.5,-2.8
Elina Svitolina,2019 Wimbledon QF,W vsMuchova,4.5,4.7,4.4,53.3%,51.0%,61.5%,38.5%,44.7%,17.0%,1.0,1.3,5.0,4.7
Elina Svitolina,2019 Wimbledon R16,W vsMartic,4.9,4.9,5.0,50.6%,59.0%,65.4%,54.5%,47.4%,11.7%,12.0,9.4,10.5,6.8
Elina Svitolina,2019 Wimbledon R32,W vsSakkari,4.2,4.2,4.2,58.0%,50.0%,39.1%,42.9%,49.1%,13.7%,-1.5,-1.5,-1.5,-1.1
Elina Svitolina,2019 Wimbledon R64,W vsGasparyan,5.8,5.8,5.7,65.1%,45.5%,51.9%,20.7%,51.7%,16.7%,0.5,0.3,8.0,5.3
Elina Svitolina,2019 Wimbledon R128,W vsSaville,3.7,3.6,3.8,57.8%,50.0%,62.5%,66.7%,77.3%,11.8%,-1.0,-1.1,5.0,16.7
Elina Svitolina,2019 Birmingham R32,L vsGasparyan,4.4,4.5,4.3,50.5%,54.8%,61.5%,21.7%,53.2%,18.1%,-5.5,-3.7,10.0,8.5
Elina Svitolina,2019 Roland Garros R128,W vsWilliams,3.9,4.3,3.6,44.1%,68.8%,73.3%,85.7%,51.1%,10.1%,12.0,13.8,12.5,15.6
Elina Svitolina,2019 Rome R32,L vsAzarenka,5.6,5.2,6.0,42.6%,48.9%,50.0%,44.1%,57.4%,12.7%,6.0,2.8,7.5,4.8
Elina Svitolina,2019 Miami R64,L vsWang,4.5,4.1,5.1,42.0%,46.7%,63.6%,42.1%,48.6%,11.2%,0.0,0.0,1.5,1.4
Elina Svitolina,2019 Indian Wells SF,L vsAndreescu,5.1,4.9,5.3,48.8%,44.7%,54.8%,53.8%,50.9%,9.0%,8.0,4.5,-12.0,-6.6
Elina Svitolina,2019 Indian Wells QF,W vsVondrousova,6.2,6.4,6.0,53.8%,53.7%,41.2%,56.4%,42.9%,8.0%,-2.0,-1.0,14.0,5.4
Elina Svitolina,2019 Indian Wells R16,W vsBarty,5.4,5.2,5.6,59.0%,42.9%,42.2%,40.0%,51.1%,9.7%,2.5,0.8,-3.0,-1.1
Elina Svitolina,2019 Indian Wells R64,W vsKenin,4.8,4.4,5.2,54.7%,44.1%,51.9%,48.3%,47.0%,9.2%,-0.5,-0.3,4.0,1.9
Elina Svitolina,2019 Dubai SF,L vsBencic,4.8,4.3,5.5,57.1%,35.1%,40.0%,40.7%,52.5%,8.2%,5.5,3.2,-1.5,-1.0
Elina Svitolina,2019 Dubai QF,W vsSuarez Navarro,5.4,4.7,6.3,63.3%,58.1%,70.6%,38.9%,37.7%,7.2%,6.5,7.1,11.5,7.6
Elina Svitolina,2019 Dubai R16,W vsMuguruza,4.0,3.3,4.7,61.0%,55.0%,75.0%,66.7%,45.2%,7.7%,-1.0,-1.4,6.5,7.8
Elina Svitolina,2019 Doha SF,L vsHalep,5.5,5.3,5.7,50.0%,52.0%,54.5%,41.4%,46.5%,7.5%,-0.5,-0.3,7.5,3.2
Elina Svitolina,2019 Doha QF,W vsMuchova,4.6,3.8,5.3,60.3%,50.0%,44.4%,54.5%,45.3%,5.5%,6.5,7.1,1.5,1.3
Elina Svitolina,2019 Australian Open QF,L vsOsaka,3.5,3.9,3.2,44.3%,38.7%,33.3%,80.0%,43.4%,4.9%,0.0,0.0,2.5,3.3
Elina Svitolina,2019 Australian Open R16,W vsKeys,4.1,4.1,4.2,48.1%,48.8%,78.6%,50.0%,57.0%,12.7%,8.5,7.3,2.0,2.3
Elina Svitolina,2019 Australian Open R32,W vsZhang,6.5,6.2,6.7,52.5%,47.5%,46.4%,52.8%,70.0%,10.0%,12.5,3.0,-0.5,-0.3
Elina Svitolina,2019 Australian Open R64,W vsHruncakova,4.0,3.4,4.6,61.5%,68.2%,50.0%,44.4%,56.6%,13.3%,15.0,17.4,3.0,4.6
Elina Svitolina,2019 Australian Open R128,W vsGolubic,4.9,4.2,5.7,50.0%,64.0%,69.2%,69.2%,48.3%,5.7%,8.0,8.7,1.0,1.0
Elina Svitolina,2018 Singapore F,W vsStephens,7.6,7.9,7.5,48.4%,54.3%,42.9%,58.1%,51.5%,3.5%,2.5,0.8,-1.5,-0.5
Elina Svitolina,2018 Singapore SF,W vsBertens,5.2,5.6,4.9,48.2%,59.1%,46.7%,51.4%,58.6%,8.7%,3.5,1.3,-4.5,-2.4
Elina Svitolina,2018 Singapore RR,W vsPliskova,4.4,4.3,4.6,54.4%,42.9%,52.9%,56.3%,55.1%,11.1%,-2.0,-1.4,13.0,11.0
Elina Svitolina,2018 Singapore RR,W vsKvitova,3.5,3.5,3.6,58.3%,48.4%,54.5%,57.1%,55.3%,6.6%,3.0,3.8,0.5,0.7
Elina Svitolina,2018 Singapore RR,W vsWozniacki,6.3,6.2,6.5,47.5%,66.7%,58.1%,36.2%,54.8%,7.1%,12.0,4.4,-2.5,-1.1
Elina Svitolina,2018 Wuhan R32,L vsSabalenka,3.3,3.3,3.2,48.7%,41.0%,45.5%,42.9%,53.6%,4.1%,2.0,2.1,-4.5,-4.8
Elina Svitolina,2018 US Open R16,L vsSevastova,5.4,5.8,5.0,48.0%,45.7%,19.0%,52.6%,55.3%,3.1%,-2.0,-1.4,-4.0,-3.3
Elina Svitolina,2018 US Open R64,W vsMaria,3.8,3.2,4.4,54.2%,73.3%,22.2%,75.0%,57.1%,11.1%,12.0,16.0,8.5,16.0
Elina Svitolina,2018 Cincinnati QF,L vsBertens,4.5,4.8,4.2,47.7%,48.6%,53.3%,40.0%,63.5%,10.1%,3.0,2.1,-7.5,-9.7
Elina Svitolina,2018 Montreal SF,L vsStephens,5.7,5.5,5.8,52.3%,51.9%,31.6%,38.5%,45.8%,2.1%,-0.5,-0.3,-7.5,-4.2
Elina Svitolina,2018 Montreal QF,W vsMertens,4.6,3.9,5.4,53.2%,56.7%,55.6%,60.0%,59.5%,4.2%,18.5,13.5,-3.5,-3.8
Elina Svitolina,2018 Birmingham QF,L vsBuzarnescu,4.0,3.1,5.0,46.3%,31.8%,37.5%,20.0%,51.8%,8.5%,-7.0,-8.9,0.5,0.7
Elina Svitolina,2018 Roland Garros R32,L vsBuzarnescu,4.6,4.6,4.6,47.4%,47.4%,43.8%,44.4%,45.9%,5.3%,-3.5,-3.1,-4.5,-3.2
Elina Svitolina,2018 Roland Garros R64,W vsHruncakova,3.4,3.5,3.2,54.7%,59.4%,71.4%,25.0%,48.3%,16.1%,9.5,13.6,7.0,9.0
Elina Svitolina,2018 Rome F,W vsHalep,5.2,4.6,5.8,59.1%,73.9%,46.7%,60.0%,42.5%,11.4%,10.0,12.8,7.5,6.9
Elina Svitolina,2018 Rome SF,W vsKontaveit,4.2,4.4,3.9,54.1%,63.6%,45.5%,55.6%,48.7%,10.0%,13.0,15.1,0.5,0.6
Elina Svitolina,2018 Rome R16,W vsKasatkina,5.9,5.8,6.0,53.7%,51.3%,37.5%,59.1%,48.3%,4.9%,13.0,8.2,-3.5,-2.0
Elina Svitolina,2018 Madrid R32,L vsSuarez Navarro,4.4,4.2,4.6,46.7%,56.7%,41.7%,63.2%,46.2%,10.3%,8.0,5.2,20.5,11.2
Elina Svitolina,2018 Miami R64,W vsOsaka,4.4,4.3,4.4,61.1%,60.7%,50.0%,53.3%,49.8%,11.3%,3.5,3.8,14.5,14.4
Elina Svitolina,2018 Dubai F,W vsKasatkina,5.9,7.2,4.7,65.2%,65.2%,50.0%,47.4%,52.9%,3.8%,14.5,10.4,3.0,2.4
Elina Svitolina,2018 Australian Open QF,L vsMertens,5.8,5.1,6.5,42.6%,36.8%,47.1%,31.6%,57.2%,5.6%,-4.0,-3.1,-1.5,-1.5
Elina Svitolina,2018 Australian Open R32,W vsKostyuk,2.7,2.5,2.9,66.7%,45.0%,100.0%,50.0%,45.5%,3.7%,2.0,5.1,1.0,1.9
Elina Svitolina,2018 Australian Open R64,W vsSiniakova,4.5,3.6,5.2,62.6%,45.3%,45.2%,60.0%,46.9%,5.9%,-2.5,-1.7,-1.0,-0.6
Elina Svitolina,2018 Brisbane F,W vsSasnovich,3.4,3.7,3.2,68.1%,47.4%,33.3%,66.7%,46.4%,6.7%,11.0,20.0,12.5,18.1
Elina Svitolina,2018 Brisbane SF,W vsPliskova,3.6,4.0,3.1,56.4%,52.6%,33.3%,50.0%,60.4%,5.6%,7.5,6.2,10.0,12.2
Elina Svitolina,2018 Brisbane R16,W vsKonjuh,3.4,3.2,3.6,59.6%,57.6%,57.1%,33.3%,50.4%,4.5%,3.5,5.3,2.5,3.9
Elina Svitolina,2018 Brisbane R32,W vsSuarez Navarro,3.8,3.7,3.9,59.7%,51.3%,53.3%,28.6%,55.0%,3.3%,2.5,2.6,6.0,6.9
Elina Svitolina,2017 Singapore RR,W vsHalep,5.8,6.1,5.5,58.1%,56.5%,50.0%,52.4%,49.3%,16.7%,6.5,5.5,1.0,0.9
Elina Svitolina,2017 Hong Kong R32,W vsDiyas,3.3,3.3,3.4,56.3%,56.4%,46.2%,33.3%,53.9%,7.4%,6.0,5.8,-2.5,-2.9
Elina Svitolina,2017 Beijing R16,W vsVesnina,4.4,3.7,4.9,60.2%,57.1%,55.6%,57.9%,48.8%,9.5%,12.0,9.5,13.5,10.3
Elina Svitolina,2017 Beijing R32,W vsBarty,3.6,3.6,3.6,53.2%,57.7%,53.8%,100.0%,48.9%,9.6%,7.5,9.0,15.0,17.6
Elina Svitolina,2017 US Open R16,L vsKeys,3.8,3.6,3.9,53.4%,52.9%,37.5%,16.7%,50.0%,5.5%,5.5,4.2,1.5,1.1
Elina Svitolina,2017 Toronto F,W vsWozniacki,5.9,5.5,6.4,66.7%,46.2%,63.6%,57.9%,39.1%,2.3%,11.5,11.7,9.5,5.8
Elina Svitolina,2017 Toronto SF,W vsHalep,5.3,5.0,5.5,65.1%,76.2%,38.5%,58.8%,46.2%,8.3%,11.0,11.3,7.0,6.4
Elina Svitolina,2017 Toronto QF,W vsMuguruza,4.8,4.6,5.0,52.7%,46.2%,56.5%,54.2%,52.4%,6.2%,1.5,0.9,11.5,6.9
Elina Svitolina,2017 Toronto R32,W vsKasatkina,5.3,5.1,5.4,54.4%,50.9%,60.9%,45.0%,59.6%,8.8%,1.5,0.7,5.5,3.9
Elina Svitolina,2017 Wimbledon R16,L vsOstapenko,3.4,3.4,3.3,53.2%,34.8%,40.0%,50.0%,58.9%,15.5%,5.0,4.2,4.5,5.6
Elina Svitolina,2017 Wimbledon R32,W vsWitthoeft,4.6,4.4,4.8,56.3%,71.4%,50.0%,56.3%,55.2%,14.6%,13.5,11.4,8.5,9.9
Elina Svitolina,2017 Wimbledon R64,W vsSchiavone,2.9,3.0,2.8,70.4%,56.3%,57.1%,50.0%,50.0%,11.1%,5.0,12.2,8.5,21.3
Elina Svitolina,2017 Wimbledon R128,W vsBarty,4.0,4.1,4.0,59.6%,47.1%,29.2%,57.1%,50.6%,16.8%,12.5,10.3,6.0,4.8
Elina Svitolina,2017 Birmingham R16,L vsGiorgi,3.6,3.6,3.7,48.6%,42.9%,33.3%,25.0%,55.7%,7.4%,-2.0,-1.9,-2.0,-1.8
Elina Svitolina,2017 Roland Garros QF,L vsHalep,5.6,5.9,5.2,40.7%,52.6%,40.0%,66.7%,48.2%,7.9%,12.0,5.3,5.0,2.0
Elina Svitolina,2017 Roland Garros R16,W vsMartic,5.3,5.2,5.5,46.3%,53.5%,56.5%,51.6%,57.6%,6.8%,11.5,5.1,-0.5,-0.3
Elina Svitolina,2017 Roland Garros R64,W vsPironkova,4.9,5.3,4.6,52.1%,59.5%,61.9%,42.9%,46.6%,11.1%,13.5,10.2,14.5,9.7
Elina Svitolina,2017 Rome F,W vsHalep,5.5,5.2,6.0,65.0%,48.9%,44.4%,45.5%,48.4%,9.8%,10.0,4.8,9.0,4.3
Elina Svitolina,2017 Rome QF,W vsPliskova,4.5,4.4,4.7,60.0%,60.5%,43.5%,46.2%,50.2%,10.0%,16.5,13.5,0.0,0.0
Elina Svitolina,2017 Istanbul F,W vsMertens,5.4,4.9,5.9,64.0%,42.9%,60.0%,57.9%,43.6%,7.5%,8.0,7.7,7.0,5.3
Elina Svitolina,2017 Fed Cup RR,L vsGoerges,3.6,3.4,3.7,46.2%,48.9%,52.6%,57.1%,53.4%,6.0%,12.0,10.1,8.5,7.8
Elina Svitolina,2017 Fed Cup RR,W vsKerber,4.0,4.0,4.0,53.8%,53.8%,57.9%,71.4%,42.2%,17.2%,10.0,11.5,15.5,14.1
Elina Svitolina,2017 Dubai F,W vsWozniacki,5.7,5.8,5.7,57.9%,58.1%,50.0%,50.0%,47.5%,6.1%,15.5,10.5,7.5,4.6
Elina Svitolina,2017 Dubai R16,W vsMcHale,6.8,6.6,6.9,57.0%,70.0%,54.5%,42.9%,60.0%,8.3%,13.0,4.1,2.5,1.2
Elina Svitolina,2017 Brisbane SF,L vsPliskova,3.4,3.2,3.5,41.5%,50.0%,30.0%,40.0%,51.6%,18.0%,6.0,10.3,6.5,13.0
Elina Svitolina,2016 Zhuhai SF,W vsKonta,4.3,4.6,4.0,51.2%,58.3%,26.7%,66.7%,52.8%,14.1%,8.0,6.1,7.5,6.9
Elina Svitolina,2016 Zhuhai RR,W vsVesnina,4.4,4.1,4.8,61.1%,56.3%,37.5%,46.7%,48.4%,13.4%,6.0,5.5,8.5,7.9
Elina Svitolina,2016 Beijing R16,W vsKerber,5.4,5.3,5.4,50.0%,51.6%,61.1%,63.0%,40.5%,4.6%,6.0,5.0,7.0,3.7
Elina Svitolina,2016 US Open R32,L vsKvitova,3.9,4.0,3.8,49.2%,45.8%,27.3%,28.6%,49.1%,9.9%,1.5,2.3,0.0,0.0
Elina Svitolina,2016 New Haven F,L vsRadwanska,6.2,7.4,5.2,41.9%,44.4%,42.1%,36.0%,51.5%,13.5%,-8.5,-5.8,0.0,0.0
Elina Svitolina,2016 Montreal R32,W vsAbanda,4.3,4.2,4.5,54.1%,43.2%,42.9%,76.5%,61.4%,5.3%,9.0,4.5,8.5,6.7
Elina Svitolina,2016 Rome R64,L vsPuig,4.6,5.1,4.1,45.7%,44.7%,44.0%,42.1%,47.9%,6.9%,5.0,3.4,3.0,1.9
Elina Svitolina,2016 Indian Wells R64,W vsBeck,7.4,7.0,7.9,64.5%,57.6%,45.2%,52.9%,48.5%,5.0%,3.0,1.1,6.5,2.2
Elina Svitolina,2016 Australian Open R64,L vsOsaka,6.2,5.0,7.1,49.0%,37.1%,52.4%,59.4%,60.1%,7.0%,4.0,1.9,0.0,0.0
Elina Svitolina,2015 Zhuhai SF,L vsPliskova,4.1,3.9,4.3,39.3%,47.1%,28.6%,20.0%,56.2%,10.9%,6.0,8.1,-5.0,-9.1
Elina Svitolina,2015 Zhuhai RR,W vsSuarez Navarro,4.8,4.7,4.8,60.6%,52.9%,45.9%,30.4%,49.4%,5.7%,8.0,4.1,2.5,1.2
Elina Svitolina,2015 Cincinnati SF,L vsWilliams,3.7,4.3,3.2,45.7%,55.6%,31.3%,14.3%,53.6%,9.0%,0.5,0.6,3.0,3.9
Elina Svitolina,2015 Cincinnati QF,W vsSafarova,4.2,4.6,3.9,55.1%,60.0%,66.7%,38.9%,47.8%,2.1%,16.0,14.3,2.5,1.9
Elina Svitolina,2015 Cincinnati R16,W vsGarcia,4.7,4.4,4.9,60.0%,66.7%,75.0%,54.5%,54.5%,10.3%,16.0,16.5,3.5,4.6
Elina Svitolina,2015 Cincinnati R64,W vsRiske Amritraj,5.8,5.2,6.5,50.7%,68.6%,60.0%,47.2%,51.3%,12.0%,5.5,2.8,2.5,1.4
Elina Svitolina,2015 Stanford SF,L vsKerber,5.7,5.5,5.9,30.0%,41.7%,50.0%,37.5%,39.4%,6.6%,1.0,1.3,-10.0,-7.9
Elina Svitolina,2015 Stanford R32,W vsBondarenko,5.7,6.1,5.2,58.6%,48.0%,50.0%,42.9%,49.6%,9.2%,7.0,3.0,4.5,1.8
Elina Svitolina,2015 Wimbledon R128,W vsDoi,4.1,4.0,4.2,58.0%,49.0%,45.5%,50.0%,49.5%,9.2%,-1.5,-1.3,1.5,1.2
Elina Svitolina,2015 Roland Garros QF,L vsIvanovic,4.3,4.3,4.4,46.4%,39.5%,38.9%,33.3%,50.2%,7.5%,-6.0,-7.2,0.0,0.0
Elina Svitolina,2015 Roland Garros R16,W vsCornet,7.0,7.1,6.9,52.5%,47.5%,66.7%,52.6%,39.0%,9.1%,4.5,2.7,5.0,2.0
Elina Svitolina,2015 Roland Garros R64,W vsPutintseva,6.1,6.1,6.2,59.1%,46.6%,43.8%,39.1%,41.7%,7.6%,12.5,5.7,7.5,2.3
Elina Svitolina,2015 Rome R64,W vsPennetta,5.2,5.0,5.4,54.2%,59.4%,57.1%,66.7%,49.2%,5.2%,6.0,5.2,6.5,5.1
Elina Svitolina,2015 Marrakech F,W vsBabos,4.3,3.9,4.7,63.6%,47.7%,36.4%,28.6%,52.6%,7.9%,0.0,0.0,9.5,7.6
Elina Svitolina,2015 Indian Wells R16,L vsBacsinszky,5.6,5.7,5.5,39.4%,44.9%,39.1%,53.6%,57.7%,10.3%,-9.5,-4.4,-12.5,-7.7
Elina Svitolina,2015 Dubai R32,L vsKvitova,3.1,3.1,3.2,47.4%,53.1%,53.3%,0.0%,53.1%,10.2%,-3.0,-2.9,2.5,2.9
Elina Svitolina,2015 Brisbane SF,L vsSharapova,4.2,4.4,4.0,39.7%,33.3%,53.3%,80.0%,52.0%,11.2%,3.0,3.4,-2.0,-2.3
Elina Svitolina,2015 Brisbane QF,W vsKerber,4.6,4.7,4.5,53.5%,54.7%,36.7%,52.9%,42.1%,9.6%,6.0,4.2,8.0,4.0
Elina Svitolina,2015 Brisbane R32,W vsRybarikova,3.7,3.6,3.8,56.7%,75.0%,28.6%,66.7%,47.2%,6.5%,-2.5,-3.3,0.5,0.6
Elina Svitolina,2014 Osaka SF,L vsStosur,4.2,4.1,4.3,43.1%,54.8%,50.0%,50.0%,60.9%,7.6%,0.5,0.4,6.0,7.4
Elina Svitolina,2014 Wuhan SF,L vsKvitova,3.3,3.7,3.0,40.7%,44.4%,56.3%,33.3%,55.8%,11.8%,1.5,1.7,-2.0,-3.1
Elina Svitolina,2014 Wuhan QF,W vsKerber,5.2,5.4,5.0,47.7%,62.2%,55.0%,54.5%,44.3%,5.8%,12.5,8.8,6.5,3.7
Elina Svitolina,2014 Tokyo R32,W vsStrycova,4.9,4.2,5.3,58.0%,59.5%,46.2%,47.1%,55.4%,9.8%,18.0,13.8,4.0,4.0
Elina Svitolina,2014 Cincinnati QF,L vsIvanovic,3.9,4.4,3.4,33.9%,54.2%,57.1%,22.2%,54.9%,6.2%,1.0,1.5,4.5,7.5
Elina Svitolina,2014 Cincinnati R32,W vsKvitova,3.3,3.1,3.5,55.4%,62.5%,38.5%,40.0%,52.3%,9.5%,7.0,8.6,3.5,4.7
Elina Svitolina,2014 Baku QF,W vsParmentier,4.5,4.7,4.3,54.5%,62.5%,52.9%,50.0%,53.4%,4.9%,11.0,8.1,7.5,6.5
Elina Svitolina,2014 Istanbul QF,L vsKonjuh,3.6,3.7,3.6,47.5%,42.4%,40.0%,57.1%,56.4%,14.1%,-5.5,-5.0,1.0,1.2
Elina Svitolina,2014 Roland Garros R64,L vsIvanovic,3.9,4.1,3.7,39.7%,50.0%,33.3%,22.2%,42.9%,7.9%,7.5,11.4,4.0,4.3
Elina Svitolina,2014 Indian Wells R64,L vsIvanovic,4.1,4.0,4.1,44.7%,52.6%,44.8%,38.9%,56.5%,6.6%,-1.0,-0.5,1.5,1.0
Elina Svitolina,2014 Fed Cup RR,L vsHalep,4.7,4.9,4.5,42.5%,44.4%,65.4%,37.5%,50.2%,9.1%,19.0,12.9,-3.0,-2.2
Elina Svitolina,2014 Australian Open R32,L vsStephens,3.9,4.2,3.7,47.3%,41.9%,42.9%,70.0%,57.6%,8.1%,-2.0,-1.8,2.5,3.3
Elina Svitolina,2014 Brisbane R32,W vsLepchenko,3.6,3.6,3.6,53.0%,55.2%,81.8%,71.4%,54.3%,13.5%,9.0,11.5,8.5,13.3
Elina Svitolina,2013 Tournament of Champions RR,L vsHalep,3.6,4.5,2.8,31.4%,40.0%,40.0%,57.1%,43.3%,5.3%,-8.0,-15.1,-2.5,-3.6
Ekaterina Alexandrova,2025 Hamburg R32,W vsVedder,3.7,3.1,4.1,66.7%,77.4%,28.6%,66.7%,52.5%,10.4%,17.0,23.6,12.5,20.8
Ekaterina Alexandrova,2025 Bad Homburg QF,L vsSwiatek,3.3,3.4,3.1,48.5%,50.0%,40.0%,57.1%,47.4%,11.9%,9.5,11.4,-3.5,-4.0
Ekaterina Alexandrova,2025 s Hertogenbosch SF,L vsMertens,4.0,3.6,4.4,50.8%,43.8%,40.0%,82.4%,46.1%,12.7%,18.0,11.0,0.5,0.3
Ekaterina Alexandrova,2025 Stuttgart R16,W vsAndreeva,2.9,2.8,3.1,58.7%,46.2%,83.3%,33.3%,35.3%,6.5%,2.5,6.3,7.0,9.7
Ekaterina Alexandrova,2025 Stuttgart R32,W vsSamsonova,3.1,3.2,3.0,56.6%,50.0%,73.3%,100.0%,50.4%,3.1%,18.0,28.6,2.0,3.2
Ekaterina Alexandrova,2025 Miami R64,L vsLinette,3.3,3.2,3.3,46.0%,38.7%,63.6%,75.0%,46.2%,3.2%,13.5,17.1,6.5,7.2
Ekaterina Alexandrova,2025 Doha SF,L vsAnisimova,3.6,3.6,3.6,45.7%,50.0%,37.5%,44.4%,41.7%,4.3%,12.5,16.9,2.5,2.3
Ekaterina Alexandrova,2025 Doha R16,W vsMertens,4.0,3.5,4.4,55.6%,66.7%,57.9%,40.0%,38.6%,5.3%,12.5,21.6,16.0,18.0
Ekaterina Alexandrova,2025 Doha R64,W vsRaducanu,5.2,5.5,4.7,42.9%,58.8%,75.0%,58.3%,52.9%,7.9%,12.5,8.3,10.0,7.8
Ekaterina Alexandrova,2025 Linz F,W vsYastremska,3.4,3.1,3.7,56.1%,50.0%,27.3%,66.7%,53.3%,0.9%,2.0,1.8,5.5,5.2
Ekaterina Alexandrova,2025 Linz SF,W vsMuchova,3.3,3.0,3.7,61.8%,52.9%,66.7%,75.0%,49.2%,7.5%,14.5,23.4,11.5,18.5
